Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
Mary Stuart,"Manager, Engineer, Technician, Engineering, Manager/Electrician",894.590.3226x1192,hmiller@example.com,"MECHANICAL E, Engineer, Military, L, Trains, Solid Works, Microsoft Office, Military, Navy Ships, Engineering, Auto, Cad, Mechanical Engineering, Auto, Cad",15,"##Works, C, In, U",No,https://linkedin.com/in/ajacobs,Certified Machine Learning,Bachelor,"MECHANICAL E, Engineer, Military, L, Trains, Solid Works, Microsoft Office, Military, Navy Ships, Engineering, Auto, Cad, Mechanical Engineering, Auto, Cad"
Daniel Liu,Consultant,+1-484-447-0311x649,nathanielfloyd@example.org,"Oracle, ATB General Ledger, State",14,Windows,No,https://linkedin.com/in/martinezshawn,Training,Bachelor,"Oracle, ATB General Ledger, State"
Jennifer Wood,"Engineer, Engineering,, Engineering",833.257.2337,xharper@example.net,"##CAD, Ansys, Cero, CATIA, H, ##Mesh, DFMEA, MS Office Suite, Fortran, C, MATLAB, C, Programming, University of Michigan, MA, University of Michigan",14,He,Yes,https://linkedin.com/in/ginaandrews,"Certifications, Training","Master, Bachelor","##CAD, Ansys, Cero, CATIA, H, ##Mesh, DFMEA, MS Office Suite, Fortran, C, MATLAB, C, Programming, University of Michigan, MA, University of Michigan"
Scott Chen,"Specialist, Manager",001-791-470-4649,kimberly40@example.org,"ACSM, A, State Recreation &, State Senior Health & Fitness, HealthCalc, State, and Fitness",6,Cloud Computing,No,https://linkedin.com/in/john25,Certified Python,Bachelor,"ACSM, A, State Recreation &, State Senior Health & Fitness, HealthCalc, State, and Fitness"
Marcus Gibson,"Manager, Consultant,, Manager,, Specialist",(489)975-1292,sglover@example.net,"EXEC, Digital, Development &, Retail, CPG, QSR, Electronics, Entertainment, Retail, CPG, e, Commerce, State Drive",6,Machine Learning,No,https://linkedin.com/in/taylorangela,Certified Python,MBA,"EXEC, Digital, Development &, Retail, CPG, QSR, Electronics, Entertainment, Retail, CPG, e, Commerce, State Drive"
Robert Reyes,"Specialist, Engineering",+1-636-456-4743x3854,ckelly@example.com,"IP, Military Sen",14,##sing Symposium,No,https://linkedin.com/in/jjohnson,Certifications,"Master, Certificate, Bachelor","IP, Military Sen"
Jay Bryan,Manager,6434487629,karen39@example.net,"P, E & Y, KPMG IFRS, Institute of Chartered Accountants of Pakistan, ICAP, Score Card, ICAP Sukuk, ICAP, ##ution, MIH Training Academy, Naseba, Institute of Leadership & Management, CP, Deloit, TouchÃ©, IPO, M & A, Capital Market Authority, University of the Punjab, Institute of Certified Public Accountants of Pakistan, Public A, ##unta, CPA, Chartered Institute of Cost and Management Accountants of Nigeria Co, and Management A, FCMA, Saudi Organization of Certified Public Accountants",16.0,"Islamic, Strategy Exec",No,https://linkedin.com/in/kathychandler,"Certified, Certifications, Training","Bachelor, Bachelor","P, E & Y, KPMG IFRS, Institute of Chartered Accountants of Pakistan, ICAP, Score Card, ICAP Sukuk, ICAP, ##ution, MIH Training Academy, Naseba, Institute of Leadership & Management, CP, Deloit, TouchÃ©, IPO, M & A, Capital Market Authority, University of the Punjab, Institute of Certified Public Accountants of Pakistan, Public A, ##unta, CPA, Chartered Institute of Cost and Management Accountants of Nigeria Co, and Management A, FCMA, Saudi Organization of Certified Public Accountants"
Amber Hardy,"Technician,, Engineering,Â, Technician, Engineering>, Engineering",2009-2010,ylee@example.org,"Microsoft Excel, Project, Visio Engineering, MS Office, Global Engineering, Back Side Transfer / Lamination Technology, Global Engineering, Â, HC, Â Global Engineering, Ni, Sun Business, Global Engineering, Global Water Savings, Hard Coating Machine, State, RX Labs, Water Savings, Co, Engineering, HC, HM, HC",20,##AN,No,https://linkedin.com/in/kmiller,"Trainings, Course, TrainingÂ, Training","Bachelor, Bachelors, Certificate","Microsoft Excel, Project, Visio Engineering, MS Office, Global Engineering, Back Side Transfer / Lamination Technology, Global Engineering, Â, HC, Â Global Engineering, Ni, Sun Business, Global Engineering, Global Water Savings, Hard Coating Machine, State, RX Labs, Water Savings, Co, Engineering, HC, HM, HC"
Shirley Martin,"Engineer, Developer, Engineering",263-919-3039,velasquezdavid@example.net,"##view Engineering, Bootstra, M, D, SSIS, II, Scrum, Ka, Engineering Team, State",18,SQL,No,https://linkedin.com/in/katherinewilliams,Training,Ph.D. AI,"##view Engineering, Bootstra, M, D, SSIS, II, Scrum, Ka, Engineering Team, State"
Brian Scott,"Manager, Analyst",+1-979-737-8156,randy68@example.org,"Global, ##P & A, Corp, FP & A, GM, Field FP & A",10,Field,No,https://linkedin.com/in/penny81,Certified Project Management,Master,"Global, ##P & A, Corp, FP & A, GM, Field FP & A"
Karen Harris,Engineering,427-502-1443x8335,patricia45@example.org,"Ch, O, S, V, VHDL, MatLab, PSpice, LTSpice, PowerWorld, LabV, ##w, Web Design, MS Office, Excel, Project, PowerPoint, Engineering Tech, State, Intel, Li",1,"X, Ray, C, Windows 2000, ##P, Far Back End, S",No,https://linkedin.com/in/oallen,"Courses, Certified, Certifications, Certified,",B.Sc. Computer Science,"Ch, O, S, V, VHDL, MatLab, PSpice, LTSpice, PowerWorld, LabV, ##w, Web Design, MS Office, Excel, Project, PowerPoint, Engineering Tech, State, Intel, Li"
Holly Moss,,722.556.1852x5227,grossalexander@example.net,"In, ##stagram, Facebook, Sites, Microsoft, Move, Books, Multitas, Arts, Film and Media Studies, California State University of Los Angeles, State Associates of Arts, Riverside Community College, I, Microsoft",18,"Media, Mac, MacBook Pro, Windows, ##OS, Adobe, ##sh, Media Composer, A, Media",No,https://linkedin.com/in/barneskevin,"Certified, Certifications","Bachelor, Degree","In, ##stagram, Facebook, Sites, Microsoft, Move, Books, Multitas, Arts, Film and Media Studies, California State University of Los Angeles, State Associates of Arts, Riverside Community College, I, Microsoft"
Katie Smith,"Manager, ManagerÂ, Manager/Certified, Specialist",299.874.0231,taylorlisa@example.org,"National Exercise and Sports Training Association, NESTA, Ke, YMCA, Wellfit Malibu, Wellfit Malibu, ##B",14,"Swedish, Training, A, Fitness",No,https://linkedin.com/in/brockgabrielle,"Training., Training,, Manager/Certified, Certified, Training, Training,Kick",Diploma,"National Exercise and Sports Training Association, NESTA, Ke, YMCA, Wellfit Malibu, Wellfit Malibu, ##B"
Roshto,"Technician, Engineering",001-326-925-4286x0313,sarahdiaz@example.org,"##NICI, Engineering Tech, Engineering Tech, USCG, B, Coastal, Coastal Patrol Boat, USCG, Topside Maintenance and Dockside Repair, USCG, USN, Systems, USC",5,"##going, Ten, B, ##y Tenders, T, V, CEMT, V, E, USC, Global Po, ##tioning System, D, Nationwide Differential Global Po, System, N, ##D",No,https://linkedin.com/in/timothy00,Certified Machine Learning,Diploma,"##NICI, Engineering Tech, Engineering Tech, USCG, B, Coastal, Coastal Patrol Boat, USCG, Topside Maintenance and Dockside Repair, USCG, USN, Systems, USC"
Adam Mcmahon,"Consultant, Manager, Manager,",1998-2001,kimeric@example.net,Facebook,1,Machine Learning,No,https://linkedin.com/in/justin69,Certified Cybersecurity,B.Sc. Computer Science,Harvard
Lisa Thomas,,851-652-4322x501,leeelizabeth@example.com,"City, Facebook, Instagram, Yelp, State Bartender, Smart, State, City, Skills Photo",19,"Microsoft Word Excel, ##point, Car, Smart Car, Smart Car, Car, Excel",No,https://linkedin.com/in/danielthompson,Certified,B.Sc. Computer Science,"City, Facebook, Instagram, Yelp, State Bartender, Smart, State, City, Skills Photo"
William Brown,Specialist,3593474459,johnsonjacqueline@example.org,"Ex, Power, Google, Ho, ##uit, Sprout Social, Photo, ##op, Communications, City, State Dev, Facebook, LinkedIn, Twitter, YouTube, Social Security Administration, to, Sprout Social, Information Technology, Systems, City, State, State, Congress, Senate",10.0,"AP Style, Microsoft Office, ##cel, Word, ##Point, Outlook, OpenSource, Analytics, Adobe Acrobat Pro, ##sh, Work, Re, Act",No,https://linkedin.com/in/rcarlson,Training,Ph.D. AI,"Ex, Power, Google, Ho, ##uit, Sprout Social, Photo, ##op, Communications, City, State Dev, Facebook, LinkedIn, Twitter, YouTube, Social Security Administration, to, Sprout Social, Information Technology, Systems, City, State, State, Congress, Senate"
Amanda Nunez,"Consultant, Specialist",3489265275,hardyevan@example.net,"##H, Dreamweaver, Photoshop, Q, ##rkXPress, InDesign, Microsoft Word, PowerPoint, Il, State, Expansion Joints, Hose, Graphics and Written Communications Consultant Family In Distress, Inc., Augustine Monica Films, LaGrande Famille Preschool, Black Pearl, Inc",11,Microsoft Excel,Yes,https://linkedin.com/in/timothyaguilar,Certified Project Management,"Bachelor, Certificate, Certificate","##H, Dreamweaver, Photoshop, Q, ##rkXPress, InDesign, Microsoft Word, PowerPoint, Il, State, Expansion Joints, Hose, Graphics and Written Communications Consultant Family In Distress, Inc., Augustine Monica Films, LaGrande Famille Preschool, Black Pearl, Inc"
Matthew Keith,"Consultant, Manager, Engineering",+1-390-434-3482x504,taylorkelly@example.net,"Construction Consultant, JSA, State Over, Engineering",15,Data Analysis,No,https://linkedin.com/in/kingkayla,Certified Machine Learning,MBA,"Construction Consultant, JSA, State Over, Engineering"
Justin Miller,"Engineer/Sustaining, Engineer, Engineering, Manager",5919544781,kleinvincent@example.org,"Electronics and In, ##entation Engineer, E, ASME, OSHA, EPC, Cardon IV, Cardon IV, Parnaiba Brazil, SAP, P & ID, Is, In, Engineer, P & ID",12,Spanish,No,https://linkedin.com/in/johnstondaniel,Certified Data Analysis,"Master, Bachelor","Electronics and In, ##entation Engineer, E, ASME, OSHA, EPC, Cardon IV, Cardon IV, Parnaiba Brazil, SAP, P & ID, Is, In, Engineer, P & ID"
Philip Palombo,Technician,528-575-3716x79663,charlesrojas@example.com,"DIGITAL MEDIA, Adobe Photo, ##op & Il, Computer Lab, Company Name City, Computer Lab Tech, College, Dennis, Rhode, Apple",3,"Digital Media, DS, Adobe Premiere, ##sh, Media",No,https://linkedin.com/in/matthewstephenson,Certified Project Management,Master,"DIGITAL MEDIA, Adobe Photo, ##op & Il, Computer Lab, Company Name City, Computer Lab Tech, College, Dennis, Rhode, Apple"
Laura Krueger,"Engineer, Engineering,, Engineering, Manager",994.500.6501x858,freed@example.com,"State, ##ford, Aither Engineering, Inc, J. D. Edwards, State, DC, AP, DC, DC",1,CPA,No,https://linkedin.com/in/hahnmaria,Certified,"Master, Bachelor","State, ##ford, Aither Engineering, Inc, J. D. Edwards, State, DC, AP, DC, DC"
Jon Davis,"Engineer, Manager, Engineer,, Engineering",+1-363-373-6499x2840,wrivera@example.net,"Texas Commission on Environmental Quality, T, HOA, Residential Development, Master Planned Developments, International",1,"Co, Microsoft Office, Microsoft Office, ##P",No,https://linkedin.com/in/nicole29,Certification,Master,"Texas Commission on Environmental Quality, T, HOA, Residential Development, Master Planned Developments, International"
Mr. Patrick Morales,"Technician, Manager",600-527-6929x0056,xreyes@example.net,"##umba, Kids, PTA, OTA, PTA, OTA, Front Desk, ##umba, ##umba Toni, Zumba Gold, ##umba Kids",18,"Z, Gold, Zumba Gold",No,https://linkedin.com/in/kcampbell,Training,"Bachelor, Certificate","##umba, Kids, PTA, OTA, PTA, OTA, Front Desk, ##umba, ##umba Toni, Zumba Gold, ##umba Kids"
Tamara Carter,Managers,(629)264-9143x2418,anneperez@example.com,Salesforce,6.0,English,No,https://linkedin.com/in/bowmanwilliam,Certified Python,Degree,UC Berkeley
Kathy Gregory,Manager,+1-787-722-5819x4534,paul99@example.com,"##NOL, Data and Marketing Technology Company, Data Division, Orchestrate, Digital Media Company, P & L",13,Cybersecurity,No,https://linkedin.com/in/philipgonzales,Certified Project Management,"Master, Bachelor","##NOL, Data and Marketing Technology Company, Data Division, Orchestrate, Digital Media Company, P & L"
Troy Jackson,Analyst,001-296-249-8446x6343,joneschase@example.org,"Senior Management, IRS, Senior Management, Senior Management, Federal, Provincial",3,"US GAA, North American",No,https://linkedin.com/in/mestes,Certified Cloud Computing,B.Sc. Computer Science,"Senior Management, IRS, Senior Management, Senior Management, Federal, Provincial"
William Williamson,"Consultant, Specialist, Manager,, Manager",5782861200,hconrad@example.com,"IS, Y, ASU HEPELS Department, ##MCA",10.0,"XRKade Interactive, Zone, Challenge",No,https://linkedin.com/in/heathermartinez,"Certification., Certified., Certified, Training","Bachelor, Degree","IS, Y, ASU HEPELS Department, ##MCA"
Jennifer Berger,"Manager, Developers, Managers",869.519.2525,marissalarson@example.net,"Power, City, U. S. Navy, State",10,"Microsoft Office, Word, ##cel, Point, PowerPoint",No,https://linkedin.com/in/tgibbs,"Course, Certifications, Training",Bachelor,"Power, City, U. S. Navy, State"
Andrea Booker,"Consultant, Technicians, Technician, Manager,, Consultant,",2002-2004,kristinaadkins@example.net,"Nurse, ED, Home Health, Readylink Healthcare, Travel Nurse, ED, Sarah Bush Lincoln Healthcare, ED, ##D, Agostini and Associates, Nurse, ED, Mercy, California E, Pro, Covenant, E",13,SQL,No,https://linkedin.com/in/grosscory,"Training,, Certification, Certifications-current, Training","Masters, Certificate","Nurse, ED, Home Health, Readylink Healthcare, Travel Nurse, ED, Sarah Bush Lincoln Healthcare, ED, ##D, Agostini and Associates, Nurse, ED, Mercy, California E, Pro, Covenant, E"
Oscar Davis,,+1-562-619-2010x057,gainesdavid@example.com,"Treasury Management Technical US, Board Communications, ##Â, Audit and Compliance Committee of the Board, Investment Committee of the Board, Committee, IRC, N, ##eurosciences Institute",12,SQL,No,https://linkedin.com/in/ashleysalazar,"Credentials, Certified, Training",Bachelor,"Treasury Management Technical US, Board Communications, ##Â, Audit and Compliance Committee of the Board, Investment Committee of the Board, Committee, IRC, N, ##eurosciences Institute"
Aaron Fitzpatrick,"Manager, Manager., Managers, Engineer, Technician, Manager,, Engineering, Managers,",811.236.6384,hoffmaneric@example.net,"Windows Platforms, System Center, C, Platforms Core, Core, Core, H, Windows Hi, Manager, Windows Platforms Cluster, Angel Tree, Digi Girlz, Day of Caring, System Center, ##D Cluster, Product Group PM, System Center, System Center, C, Hampton, L",4,"3, Fortune 1000, Career Fair, Windows, Windows",No,https://linkedin.com/in/stevenmoore,Certified Data Analysis,"Master;, Bachelor's, Degree, Master's, Degree","Windows Platforms, System Center, C, Platforms Core, Core, Core, H, Windows Hi, Manager, Windows Platforms Cluster, Angel Tree, Digi Girlz, Day of Caring, System Center, ##D Cluster, Product Group PM, System Center, System Center, C, Hampton, L"
April Wilcox,"Manager, Consultant, Engineer, Engineer-Security, Engineer,, Director/Consultant, Specialist",2000-2010,alanhoward@example.org,"Information Technology, General Ledger, Pay, Management, Information, Cy, Security Technology, Perimeter Defense, Analysis and Development, Start, & Growth, Administration, Microsoft, Visual, Oracle E, Business Suite, Microsoft Dynamics GP, Sage Pro, Bo, Virginia, UC",4,"S, Technology, Homeland Security, Tech, Database, Visual Basic, Studio Enterprise Resource Planning, MA, Paradox, C, Python, Java",No,https://linkedin.com/in/judy34,"Certified,, Certified, Training","Master, Bachelor, Master","Information Technology, General Ledger, Pay, Management, Information, Cy, Security Technology, Perimeter Defense, Analysis and Development, Start, & Growth, Administration, Microsoft, Visual, Oracle E, Business Suite, Microsoft Dynamics GP, Sage Pro, Bo, Virginia, UC"
Mrs. Brandy Young MD,Consultant,(661)414-3540x8271,lisathomas@example.org,"Â, Â, Texas, Idaho State Boards of Pharmacy, ACHC, Â, State Board, State, State, State Ph, Microsoft, State, Texas, State",4,SQL,No,https://linkedin.com/in/racheljacobson,Training,Bachelor,"Â, Â, Texas, Idaho State Boards of Pharmacy, ACHC, Â, State Board, State, State, State Ph, Microsoft, State, Texas, State"
Deborah Decker,"Consultant, Manager, Engineers, Analyst",707-773-4239x55051,marciamckee@example.com,"Marketing, Project Management, Change Management, Process Development & Redesign, Strategic New Initiatives, Media Operations Project Management, ##tions Management, Development Team Leadership Product Development Budget Management, Analy, Professional Communications, Intelligence, Online Operations, Digital Innovation and Strategy City",3,SQL,No,https://linkedin.com/in/montgomerynicole,Certified Cybersecurity,Bachelors,"Marketing, Project Management, Change Management, Process Development & Redesign, Strategic New Initiatives, Media Operations Project Management, ##tions Management, Development Team Leadership Product Development Budget Management, Analy, Professional Communications, Intelligence, Online Operations, Digital Innovation and Strategy City"
